idhogar,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,escolari,rez_esc,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,pisomoscer,pisocemento,pisonotiene,pisomadera,techozinc,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu5,epared1,epared2,etecho1,etecho2,eviv1,eviv2,dis,female,parentesco1,hogar_nin,hogar_adul,hogar_mayor,hogar_total,edjefe,edjefa,meaneduc,instlevel6,instlevel7,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,age,paga_arriendo,tiene_retraso,ed_jefe_final,sin_jefe_educado,Target
6bb337404,ID_167bf03f8,0.0,0,5,0,1,1,0,0.0,8.5,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0.0,2.0,0.0,2.0,0,5,8.5,0,0,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,42.0,0,0,5,0,0
6bcf799cf,ID_dc82b3084,0.0,0,6,0,1,1,0,0.0,5.25,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1.0,3.0,1.0,4.0,2,0,3.3333333,0,0,0,4,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,42.25,0,1,2,0,1
6bfb571a9,ID_ce59125ec,0.0,0,7,0,1,1,0,0.0,10.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,0.0,2.0,6,0,10.0,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,29.0,0,0,6,0,0
6c543442a,ID_f247fc94e,0.0,0,3,0,1,1,0,0.0,7.25,1.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,2.0,2.0,2.0,4.0,0,1,10.0,0,0,0,2,2.0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,42.5,0,1,1,0,1
6c7456f3f,ID_ff44e4bf0,0.0,0,10,0,1,1,0,0.0,10.4,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,3.0,0.0,5.0,0,15,15.666667,0,0,0,5,1.0,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,32.0,0,1,15,0,0
6c951f83a,ID_f87fe3f4d,0.0,0,3,0,1,1,0,0.0,9.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,9,9.0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,41.0,0,0,9,0,0
6c97861af,ID_e65ea1f83,0.0,0,9,0,1,1,0,0.0,7.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,3.0,0.0,5.0,6,0,8.333333,0,0,0,3,1.6666666,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,26.4,0,1,6,0,0
6cb598b71,ID_ae0cb186e,70000.0,0,4,0,1,1,0,0.0,7.666666666666667,2.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,1.0,0.0,3.0,0,8,8.0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,1,22.333333333333332,1,1,8,0,1
6cc3b7ba7,ID_de3f25267,200000.0,0,6,0,1,1,0,0.0,8.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1.0,1.0,0.0,2.0,0,17,17.0,0,0,1,3,0.66666669,0,1,0,0,0,1,1,1,2,1,0,0,0,0,0,1,19.0,1,0,17,0,0
6ce0784a9,ID_c128541ee,0.0,0,4,0,1,1,0,0.0,5.2,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,3.0,2.0,0.0,5.0,11,0,8.5,0,0,0,2,2.5,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,16.8,0,1,11,0,0
6d1c94fde,ID_a77e17fa8,90000.0,0,4,0,1,1,1,1.0,5.25,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,2.0,2.0,0.0,4.0,0,10,8.0,0,0,0,2,2.0,0,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,22.25,1,1,10,0,0
6d22a3413,ID_f092f21cf,400000.0,0,5,0,1,1,1,1.0,13.0,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,0.0,3.0,0,12,13.0,0,1,0,2,1.5,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,47.333333333333336,1,0,12,0,0
6d28962da,ID_be2006f9c,0.0,0,7,0,1,1,1,1.0,11.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,17,0,16.0,0,0,1,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,26.333333333333332,0,1,17,0,0
6d2a2a949,ID_d1747068e,0.0,0,6,0,1,0,0,0.0,8.6,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1.0,4.0,0.0,5.0,6,0,8.5,0,0,0,3,1.6666666,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,34.8,0,1,6,0,0
6d3e055bd,ID_d0af4fe5c,300000.0,0,5,0,1,1,0,0.0,6.75,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2.0,2.0,0.0,4.0,0,11,12.5,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,25.75,1,1,11,0,0
6d54c9c89,ID_961815c51,0.0,0,5,0,1,1,0,0.0,8.5,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,11,0,10.5,0,0,0,3,1.3333334,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,1,25.75,0,1,11,0,0
6d8dc603d,ID_b90438730,420000.0,0,5,0,1,1,0,0.0,16.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,0.0,2.0,17,0,16.0,0,0,1,2,1.0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,50.0,1,0,17,0,0
6db9fb060,ID_1cd5a49c0,0.0,0,4,0,1,1,0,0.0,4.0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,2.0,1.0,2.0,3,0,4.0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,68.5,0,0,3,0,0
6dc6b66c5,ID_f3622fb03,0.0,0,4,0,1,1,0,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,4.0,2.0,4.0,6,0,4.0,1,0,0,3,1.3333334,1,0,0,0,0,0,1,1,3,0,0,0,0,1,0,1,52.75,0,0,6,0,0
6ddd55b3e,ID_839160e1d,0.0,0,5,0,1,1,1,1.0,9.666666666666666,0.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1.0,2.0,0.0,3.0,11,0,13.5,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,33.666666666666664,0,1,11,0,0
6deb3142c,ID_e63844831,50000.0,0,6,0,1,1,1,1.0,5.666666666666667,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2.0,1.0,0.0,3.0,0,11,11.0,0,0,0,5,0.60000002,0,1,0,0,0,0,1,1,3,0,0,0,0,0,1,1,18.666666666666668,1,1,11,0,0
6deb3a567,ID_ac617de8e,0.0,0,5,0,1,1,0,0.0,6.0,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,2.0,0.0,2.0,6,0,6.0,0,0,0,1,2.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,56.0,0,0,6,0,1
6e0c6de15,ID_d53da1d91,80000.0,0,5,0,1,1,0,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,3.0,4.0,1.0,7.0,6,0,6.0,0,0,0,3,2.3333333,0,1,0,0,0,0,1,1,3,0,0,0,1,0,0,0,32.714285714285715,1,1,6,0,0
6e4401db9,ID_ad592906e,0.0,0,6,0,1,1,0,0.0,9.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.0,4.0,0.0,4.0,0,2,9.0,0,0,0,3,1.3333334,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,35.25,0,0,2,0,0
6e5d1443a,ID_ceb78b059,13000.0,0,5,0,1,0,0,0.0,6.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,6,0,6.0,0,0,0,3,0.33333334,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,32.0,1,0,6,0,0
6e77fa76b,ID_7bb9f96cd,0.0,0,5,0,1,1,0,0.0,7.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.0,3.0,0.0,3.0,4,0,7.0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,40.333333333333336,0,0,4,0,0
6ec9aa122,ID_92790f7dc,0.0,0,3,0,1,1,0,0.0,11.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1.0,1.0,0.0,2.0,0,11,22.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,38.5,0,0,11,0,1
6ef73a400,ID_8e99487fd,0.0,0,3,0,1,1,0,0.0,6.0,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.0,2.0,0.0,2.0,0,6,6.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,49.0,0,0,6,0,0
6f1edad4e,ID_e159b3e0d,0.0,0,9,0,1,1,0,0.0,10.25,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,4.0,2.0,4.0,11,0,10.25,0,0,0,5,0.80000001,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,70.5,0,0,11,0,0
6f3810744,ID_b5f9417d7,0.0,0,5,0,1,1,0,0.0,5.0,1.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1.0,2.0,0.0,3.0,0,2,6.5,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,35.666666666666664,0,1,2,0,1
6f541403e,ID_4eb74fd2f,0.0,0,5,0,1,1,1,2.0,12.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0.0,2.0,0.0,2.0,0,9,12.0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,51.5,0,0,9,0,0
6f650f4fd,ID_d2cde2e08,0.0,0,5,0,1,1,0,0.0,5.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,1.0,0.0,3.0,0,8,8.0,0,0,0,3,1.0,1,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,21.0,0,1,8,0,1
6f91b15f5,ID_d217fe727,0.0,0,4,0,1,1,0,0.0,9.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,6,0,8.5,0,0,0,2,1.5,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,31.333333333333332,0,1,6,0,0
6fa9399f2,ID_c6a6450cc,0.0,0,6,0,1,1,0,0.0,10.8,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5.0,1.0,5.0,0,6,10.8,0,0,0,4,1.25,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,59.0,0,0,6,0,0
6fcec66ab,ID_cf8030fe0,0.0,0,8,0,1,1,1,2.0,7.75,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,15,0,15.5,0,0,0,3,1.3333334,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,20.25,0,1,15,0,0
6fd6049bc,ID_d7dcb72ab,0.0,0,5,0,1,1,0,0.0,11.0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0.0,2.0,0.0,2.0,11,0,11.0,0,0,0,4,1.25,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,25.0,0,0,11,0,1
7038319ad,ID_7dc967a1e,0.0,0,5,0,1,1,0,0.0,4.0,0.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.0,2.0,1.0,2.0,6,0,4.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,50.0,0,0,6,0,0
70604be7e,ID_fb7f3d01d,50000.0,0,5,0,1,1,1,2.0,5.2,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3.0,2.0,0.0,5.0,9,0,9.0,0,0,0,2,2.5,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,19.4,1,1,9,0,1
706953e9c,ID_f9e7f0fc8,0.0,0,5,0,1,1,0,0.0,4.5,2.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4.0,2.0,0.0,6.0,6,0,6.5,0,0,0,3,2.0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,20.0,0,1,6,0,1
7098674d2,ID_846e449b0,0.0,0,7,0,1,1,1,1.0,16.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.0,1.0,2.0,0,17,16.0,0,0,1,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,51.5,0,0,17,0,0
70ae94916,ID_397669f7c,30000.0,0,4,0,1,1,0,0.0,3.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,7,0,3.5,0,0,0,3,1.0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,0,36.333333333333336,1,1,7,0,0
710772858,ID_911277bc2,140000.0,0,4,0,1,1,1,1.0,13.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,13,0,13.0,0,0,0,2,0.5,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,1,24.0,1,0,13,0,0
7120e8514,ID_6fae33590,27000.0,0,4,0,1,1,0,0.0,6.0,0.0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1.0,2.0,0.0,3.0,7,0,9.0,0,0,0,2,1.5,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,19.0,1,0,7,0,1
7126c2fbb,ID_f33a5986c,0.0,0,6,0,1,1,0,0.0,10.0,0.0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0.0,2.0,1.0,2.0,0,6,10.0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,74.0,0,0,6,0,0
7153e9c94,ID_efc5a069c,0.0,0,6,0,0,1,0,0.0,8.25,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1.0,3.0,1.0,4.0,11,0,8.333333,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,39.75,0,1,11,0,1
71bec40bc,ID_f435c5e46,0.0,1,3,1,1,1,0,0.0,2.7142857142857144,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,3.0,4.0,0.0,7.0,0,0,4.5,0,0,0,2,3.5,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,25.285714285714285,0,1,0,1,1
71cd52a80,ID_d2c037877,0.0,0,3,0,1,1,0,0.0,7.0,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2.0,2.0,0.0,4.0,6,0,7.0,1,0,0,2,2.0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,25.75,0,1,6,0,0
71d4e3f25,ID_da08f811e,0.0,0,4,0,1,1,0,0.0,6.0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0.0,3.0,2.0,3.0,6,0,6.0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,66.0,0,0,6,0,1
71f92b58d,ID_de084bfd3,96000.0,0,6,0,1,1,1,1.0,9.25,0.0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1.0,3.0,0.0,4.0,0,8,10.0,0,0,0,4,1.0,0,1,0,0,0,0,1,1,4,1,0,0,0,0,0,1,26.0,1,1,8,0,0
71fb9601d,ID_eaccb613c,0.0,0,5,0,1,1,0,0.0,8.666666666666666,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,2.0,4.0,0.0,6.0,11,0,10.75,1,0,0,3,2.0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,28.166666666666668,0,1,11,0,0
72442f7fc,ID_f807e3ae2,399378.0,0,6,0,1,0,1,3.0,14.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,14,14.0,0,0,0,4,1.0,0,0,1,0,0,0,1,1,4,1,0,0,0,0,0,1,23.0,1,0,14,0,0
72524240f,ID_fd6cc8def,0.0,0,4,0,1,1,1,1.0,14.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,2.0,0.0,2.0,0,14,14.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,39.0,0,0,14,0,0
72548a332,ID_ef9860d6a,0.0,0,8,0,1,1,1,4.0,6.166666666666667,1.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4.0,2.0,0.0,6.0,11,0,9.0,0,0,0,4,1.5,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,20.666666666666668,0,1,11,0,1
72be3d8b6,ID_d2069b14b,482800.0000000065,0,6,0,1,1,0,0.0,10.75,0.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,3.0,0.0,4.0,17,0,13.0,0,0,1,4,1.0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,28.0,1,1,17,0,0
72c73d9a6,ID_f0083f855,0.0,0,5,0,1,1,0,0.0,15.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1.0,0,15,15.0,0,0,0,2,0.5,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,53.0,0,0,15,0,0
72f954afb,ID_c51461817,0.0,0,2,0,1,1,0,0.0,15.0,0.0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0.0,1.0,0.0,1.0,15,0,15.0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,28.0,0,0,15,0,0
73152a5c7,ID_7aba9f353,0.0,0,6,0,1,0,0,0.0,6.0,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,3.0,1.0,3.0,0,6,6.0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,45.333333333333336,0,0,6,0,0
735ff54de,ID_fb3c0b901,120000.0,0,3,0,1,1,1,1.0,4.0,2.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1.0,1.0,0.0,2.0,0,1,1.0,0,0,0,2,1.0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,0,1,26.5,1,1,1,0,0
73781f68b,ID_8acd90f35,0.0,0,6,0,1,1,0,0.0,11.6,0.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,5.0,0.0,5.0,9,0,11.6,0,0,0,4,1.25,1,0,0,0,0,0,1,1,6,1,0,0,0,0,0,1,37.8,0,0,9,0,0
737e34ec5,ID_68d99c8a1,0.0,0,4,0,1,1,0,0.0,6.666666666666667,0.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1.0,2.0,0.0,3.0,6,0,10.0,0,0,0,2,1.5,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,18.666666666666668,0,0,6,0,1
7391ee01e,ID_3d352f7af,0.0,0,4,0,1,1,0,0.0,4.5,0.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0.0,2.0,1.0,2.0,0,3,4.5,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,47.5,0,0,3,0,0
739e626cd,ID_9421351f3,250000.0,0,4,0,1,1,1,1.0,9.0,0.0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1.0,2.0,0.0,3.0,0,15,13.5,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,20.0,1,0,15,0,0
739f27db5,ID_f3c59d164,0.0,0,6,0,1,1,0,0.0,6.75,0.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0.0,4.0,0.0,4.0,6,0,6.75,0,0,0,4,1.0,1,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,42.25,0,0,6,0,0
73ad09b03,ID_8e9386b27,0.0,0,4,0,1,1,0,0.0,7.5,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1.0,1.0,0.0,2.0,0,6,15.0,0,0,0,2,1.0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,34.0,0,0,6,0,1
73c0fa97e,ID_915ccad68,0.0,0,3,0,1,1,0,0.0,15.0,0.0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,2.0,0.0,2.0,15,0,15.0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,59.0,0,0,15,0,1
73d85d05d,ID_5171608a1,150000.0,0,5,0,1,1,0,0.0,7.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1.0,1.0,0.0,2.0,0,6,6.0,0,0,0,3,0.66666669,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,26.5,1,1,6,0,1
