Year,life_expectancy,adult_mortality,alcohol,health_exp_pct_gdp,measles,bmi,gov_health_exp_pct,population,hdi_income,schooling,develop_status,id,log_hiv_aids,log_gdp_per_capita,thinness_avg,vaccination_index,postneonatal_deaths
2013,82.1,61.0,2.69,4279.895512,50,64.2,7.89,8595.0,0.891,15.9,0,Israel_2013,0.09531017980432487,10.50217759564764,1.15,96.33333333333333,0
2012,81.8,6.0,2.78,3830.184587,211,63.8,7.73,7915.0,0.889,15.9,0,Israel_2012,0.09531017980432487,10.391165222634164,1.15,95.0,0
2011,81.8,61.0,2.67,3793.161624,70,63.4,7.39,77658.0,0.883,15.8,0,Israel_2011,0.09531017980432487,10.424010720851086,1.15,95.33333333333333,0
2010,81.7,61.0,2.63,409.4109292,23,63.0,7.36,76236.0,0.878,15.7,0,Israel_2010,0.09531017980432487,8.206036124775835,1.15,95.66666666666667,0
2009,81.5,63.0,2.55,508.6645438,5,62.6,7.46,74856.0,0.876,15.6,0,Israel_2009,0.09531017980432487,10.232678944806006,1.15,96.66666666666667,0
2008,81.0,65.0,2.47,471.5533294,931,62.1,7.33,7388.0,0.877,15.8,0,Israel_2008,0.09531017980432487,10.29750208902584,1.1,95.66666666666667,0
2007,84.0,68.0,2.33,4.3451016,539,61.6,7.37,7181.0,0.872,15.7,0,Israel_2007,0.09531017980432487,5.559284501638493,1.1,96.33333333333333,0
2006,84.0,68.0,2.23,33.58620657,9,61.1,7.38,7537.0,0.87,15.7,0,Israel_2006,0.09531017980432487,7.694473354940552,1.1,95.0,0
2005,80.0,71.0,2.41,250.9343317,2,6.6,7.44,6931.0,0.866,15.8,0,Israel_2005,0.09531017980432487,7.867940136585294,1.1,94.66666666666667,0
2004,81.0,69.0,2.23,1895.342792,116,6.1,7.35,689.0,0.863,15.9,0,Israel_2004,0.09531017980432487,9.897930742022233,1.1,96.33333333333333,0
2003,79.7,71.0,2.32,1731.755747,124,59.6,7.44,66897.0,0.863,16.0,0,Israel_2003,0.09531017980432487,9.849453633433551,1.1,94.66666666666667,0
2002,79.3,74.0,2.47,1701.195787,2,59.2,7.49,657.0,0.855,15.3,0,Israel_2002,0.09531017980432487,9.82185207908436,1.1,66.0,0
2001,79.3,74.0,2.53,22.27332618,19,58.7,7.61,6439.0,0.85,15.1,0,Israel_2001,0.09531017980432487,5.4688887428975335,1.1,93.66666666666667,0
2000,78.9,76.0,2.53,199.9341033,36,58.3,7.13,6289.0,0.845,15.2,0,Israel_2000,0.09531017980432487,7.674684006996487,1.1,94.66666666666667,0
2015,82.7,56.0,7.56,4831.644796,159,63.6,8.65,673582.0,0.881,16.3,1,Italy_2015,0.09531017980432487,5.858354637075762,0.6,93.0,1
2014,82.5,57.0,7.56,4831.644796,0,63.1,9.25,678914.0,0.877,16.3,1,Italy_2014,0.09531017980432487,10.474401141296978,0.6,95.0,0
2013,82.3,58.0,7.35,483.1916844,0,62.6,9.22,6233948.0,0.876,16.5,1,Italy_2013,0.09531017980432487,8.171394432480845,0.55,96.0,0
2012,82.0,6.0,7.49,4793.904924,376,62.1,9.28,59539717.0,0.877,16.6,1,Italy_2012,0.09531017980432487,10.457807179393821,0.55,96.33333333333333,0
2011,82.0,6.0,6.98,5439.691769,5189,61.5,9.27,59379449.0,0.872,16.4,1,Italy_2011,0.09531017980432487,10.55413645862203,0.5,96.0,0
2010,81.8,6.0,6.95,5219.668802,372,61.0,9.42,59277417.0,0.869,16.4,1,Italy_2010,0.09531017980432487,10.487109268288657,0.5,96.0,0
2009,81.6,61.0,7.25,5243.316638,351,6.5,9.41,5995365.0,0.868,16.3,1,Italy_2009,0.09531017980432487,10.518074231745159,0.5,96.0,0
2008,81.5,61.0,7.96,66.37840495,1617,59.9,8.89,58826731.0,0.866,16.3,1,Italy_2008,0.09531017980432487,6.142434423539492,0.5,96.0,0
2007,81.3,63.0,8.37,5228.821581,321,59.4,8.48,5843831.0,0.862,16.1,1,Italy_2007,0.09531017980432487,10.537409689865575,0.5,97.0,0
2006,81.2,65.0,8.44,473.1915451,439,58.8,8.82,58143979.0,0.856,16.0,1,Italy_2006,0.09531017980432487,8.114548562015832,0.5,96.33333333333333,0
2005,88.0,66.0,8.65,4506.255963,135,58.2,8.71,57969484.0,0.851,15.8,1,Italy_2005,0.09531017980432487,10.372248602287122,0.5,96.0,0
2004,89.0,66.0,8.98,4270.914882,599,57.6,8.49,57685327.0,0.846,15.6,1,Italy_2004,0.09531017980432487,10.347389771348531,0.5,95.66666666666667,1
2003,79.9,72.0,9.3,3519.258515,10982,57.0,8.17,5731323.0,0.841,15.4,1,Italy_2003,0.09531017980432487,10.217868484693604,0.5,96.0,1
2002,80.0,72.0,9.25,2883.334911,9385,56.4,8.23,57597.0,0.836,15.2,1,Italy_2002,0.09531017980432487,10.007738264589689,0.5,94.66666666666667,1
2001,79.8,75.0,9.69,3.1222302,0,55.7,8.11,569741.0,0.828,14.9,1,Italy_2001,0.09531017980432487,3.2511106550015585,0.5,94.66666666666667,1
2000,79.4,77.0,9.78,31.50582204,1457,55.0,7.91,5694218.0,0.823,14.8,1,Italy_2000,0.09531017980432487,5.530391322827196,0.5,92.66666666666667,0
2015,76.2,125.0,3.83,427.3054534,0,54.2,5.36,2871934.0,0.729,12.8,0,Jamaica_2015,0.4054651081081644,8.510569273027553,1.75,91.0,0
2014,75.8,133.0,3.83,427.3054534,0,53.5,5.36,286287.0,0.727,12.8,0,Jamaica_2014,0.4054651081081644,8.488123490079342,1.75,92.33333333333333,0
2013,75.6,136.0,3.79,5.457289334,0,52.7,5.91,285187.0,0.727,12.8,0,Jamaica_2013,0.4700036292457356,4.045591057380707,1.75,90.66666666666667,0
2012,75.3,138.0,3.65,37.17108782,0,52.0,5.66,284992.0,0.725,12.8,0,Jamaica_2012,0.4054651081081644,6.258306521652012,1.75,96.0,0
2011,75.2,139.0,3.58,33.17529686,1,51.2,5.21,2829493.0,0.722,12.8,0,Jamaica_2011,0.4700036292457356,6.243291735293945,1.75,92.33333333333333,0
2010,75.0,138.0,3.55,396.6270975,0,5.5,5.3,281721.0,0.721,12.7,0,Jamaica_2010,0.4054651081081644,8.451849743532035,1.75,94.0,0
2009,74.7,142.0,3.33,235.7067417,0,49.7,5.16,28482.0,0.721,12.7,0,Jamaica_2009,0.4700036292457356,8.365063232489932,1.7999999999999998,9.0,0
2008,74.5,145.0,3.51,31.76575838,2,48.9,5.4,279122.0,0.718,12.6,0,Jamaica_2008,0.33647223662121295,6.201507413972096,1.7999999999999998,91.33333333333333,0
2007,74.2,148.0,3.64,25.62349238,0,48.1,4.87,2775467.0,0.714,12.5,0,Jamaica_2007,0.6418538861723948,6.138845031508315,1.7999999999999998,92.66666666666667,0
2006,74.0,15.0,3.63,194.092569,0,47.2,4.22,276279.0,0.709,12.5,0,Jamaica_2006,0.9162907318741551,8.369659815526079,1.7999999999999998,97.0,0
2005,73.5,161.0,3.59,16.97511622,0,46.3,4.7,2744673.0,0.706,12.4,0,Jamaica_2005,1.0647107369924282,6.180529193089246,1.7999999999999998,99.0,0
2004,73.3,165.0,3.67,192.3226305,0,45.4,4.8,2728777.0,0.689,11.1,0,Jamaica_2004,1.1939224684724346,8.221740609267265,1.85,97.66666666666667,0
2003,73.1,166.0,3.48,155.5884677,0,44.5,4.56,2712511.0,0.694,11.9,0,Jamaica_2003,1.1939224684724346,8.150820518426388,1.85,77.0,0
2002,73.0,167.0,3.76,211.1143318,0,43.5,4.86,2695446.0,0.69,11.7,0,Jamaica_2002,1.1939224684724346,8.187993405265505,1.9,98.66666666666667,0
2001,72.7,171.0,3.89,160.2382416,0,42.5,5.34,267711.0,0.68,10.9,0,Jamaica_2001,1.1631508098056809,8.130317622168736,1.9,98.66666666666667,0
2000,72.6,171.0,3.46,24.82762854,0,41.6,5.81,2656864.0,0.682,11.4,0,Jamaica_2000,1.1631508098056809,5.82267363685426,1.95,94.0,0
2015,83.7,55.0,0.01,88.83362243,35,29.0,3.74,127141.0,0.902,15.3,1,Japan_2015,0.09531017980432487,10.44799368699004,1.9500000000000002,97.0,1
2014,83.5,57.0,0.01,88.83362243,462,28.6,1.23,127276.0,0.899,15.3,1,Japan_2014,0.09531017980432487,8.268016578949268,1.85,97.0,1
2013,83.5,56.0,7.55,94.43428615,229,28.2,1.25,127445.0,0.894,15.3,1,Japan_2013,0.09531017980432487,8.401882774816261,1.85,87.33333333333333,1
2012,83.3,58.0,7.39,121.5869163,228,27.8,1.17,127629.0,0.889,15.3,1,Japan_2012,0.09531017980432487,8.489714414321734,1.7999999999999998,87.66666666666667,1
2011,82.5,64.0,7.39,9498.729062,434,27.4,1.7,127833.0,0.884,15.1,1,Japan_2011,0.09531017980432487,10.782470882924311,1.75,66.66666666666667,1
2010,83.0,62.0,6.9,863.0061491,450,26.9,9.58,1287.0,0.879,15.1,1,Japan_2010,0.09531017980432487,8.402607227425527,1.75,87.33333333333333,1
2009,83.0,64.0,7.09,899.1785285,741,26.4,9.51,12847.0,0.881,15.0,1,Japan_2009,0.09531017980432487,8.488006501772212,1.7000000000000002,87.66666666666667,1
2008,82.7,66.0,7.11,7313.175418,11015,25.9,8.6,12863.0,0.88,15.0,1,Japan_2008,0.09531017980432487,10.580004655971383,1.65,97.33333333333333,1
2007,82.6,67.0,7.29,6599.995239,0,25.4,8.25,1281.0,0.877,15.0,1,Japan_2007,0.09531017980432487,10.470964600494533,1.65,96.66666666666667,1
2006,82.4,68.0,7.49,6502.136974,520,24.9,8.19,127854.0,0.873,14.9,1,Japan_2006,0.09531017980432487,10.475454999687937,1.6,96.0,1
2005,82.0,69.0,7.99,6799.664423,0,24.4,8.18,127773.0,0.87,14.9,1,Japan_2005,0.09531017980432487,10.524565224593623,1.6,96.0,1
2004,82.1,68.0,7.7,6746.281299,8752,23.8,8.3,127761.0,0.866,14.8,1,Japan_2004,0.09531017980432487,10.537142719293213,1.5499999999999998,97.33333333333333,1
2003,81.9,7.0,7.83,578.7254273,8286,23.4,8.0,127718.0,0.863,14.8,1,Japan_2003,0.09531017980432487,8.15748485138,1.5499999999999998,96.33333333333333,2
2002,81.8,7.0,7.87,5250.249188,33812,22.9,7.85,127445.0,0.86,14.7,1,Japan_2002,0.09531017980432487,10.38252387019531,1.5499999999999998,92.66666666666667,2
2001,81.5,72.0,8.03,5486.51208,22552,22.5,7.75,127149.0,0.856,14.6,1,Japan_2001,0.09531017980432487,10.429619405227308,1.5499999999999998,89.66666666666667,1
2000,81.1,74.0,7.97,5926.296654,22497,22.2,7.53,126843.0,0.852,14.5,1,Japan_2000,0.09531017980432487,10.55928296038508,1.5,92.0,1
2015,74.1,112.0,0.41,63.8784522,0,65.6,7.45,915932.0,0.741,13.1,0,Jordan_2015,0.09531017980432487,6.2105855186857495,4.0,99.0,0
2014,74.0,113.0,0.41,63.8784522,20,64.8,7.45,88936.0,0.737,13.1,0,Jordan_2014,0.09531017980432487,6.148356644385701,3.9,98.0,0
2013,73.9,114.0,0.4,546.6235156,120,64.0,7.23,8413464.0,0.737,13.1,0,Jordan_2013,0.09531017980432487,8.292515256036642,3.9,98.0,0
2012,73.7,115.0,0.41,67.70171064,3,63.2,8.0,7992573.0,0.735,12.9,0,Jordan_2012,0.09531017980432487,5.962944723266406,3.9,98.0,0
2011,73.6,116.0,0.43,68.86623298,0,62.4,8.39,7574943.0,0.737,13.1,0,Jordan_2011,0.09531017980432487,5.96184041610756,3.8499999999999996,98.0,0
2010,73.4,117.0,0.51,715.9709092,0,61.7,8.42,718239.0,0.739,13.2,0,Jordan_2010,0.09531017980432487,8.210720407508703,3.8,98.0,0
2009,73.3,118.0,0.59,668.7447334,0,6.9,9.54,6821116.0,0.742,13.6,0,Jordan_2009,0.09531017980432487,8.158556209653804,3.8,98.0,0
2008,73.1,119.0,0.61,535.2786404,2,6.1,8.78,6489822.0,0.739,13.6,0,Jordan_2008,0.09531017980432487,8.12761028577163,3.8,97.33333333333333,0
2007,73.0,12.0,0.6,373.2628643,41,59.3,8.35,6193191.0,0.736,13.6,0,Jordan_2007,0.09531017980432487,7.92438481319123,3.8,98.0,0
2006,72.8,121.0,0.59,313.3626015,1,58.6,8.8,5934232.0,0.733,13.7,0,Jordan_2006,0.09531017980432487,7.839269148670996,3.8499999999999996,98.0,0
2005,72.4,127.0,0.55,27.44252286,28,57.8,8.88,5714111.0,0.73,13.8,0,Jordan_2005,0.09531017980432487,5.415379564685693,3.8499999999999996,95.0,0
2004,72.5,125.0,0.54,32.52523612,21,57.0,9.5,5535595.0,0.723,13.5,0,Jordan_2004,0.09531017980432487,5.570086809492064,3.8499999999999996,95.0,0
2003,72.3,127.0,0.54,228.7838108,76,56.3,9.15,5396774.0,0.717,13.2,0,Jordan_2003,0.09531017980432487,7.5444453090536205,3.9,97.0,0
2002,72.1,129.0,0.54,259.1572375,19,55.5,9.68,5287488.0,0.712,13.0,0,Jordan_2002,0.09531017980432487,7.502897257124508,3.9,95.0,0
2001,71.9,131.0,0.55,248.697463,61,54.8,9.9,5193482.0,0.706,12.7,0,Jordan_2001,0.09531017980432487,7.455452262176026,3.95,97.66666666666667,0
2000,71.7,133.0,0.49,227.296617,32,54.0,9.65,51313.0,0.7,12.6,0,Jordan_2000,0.09531017980432487,7.41390353449639,4.0,92.66666666666667,0
2015,72.0,198.0,6.29,24.44473709,526,53.1,6.7,17544126.0,0.793,15.0,0,Kazakhstan_2015,0.09531017980432487,5.08129069392788,2.45,98.0,1
2014,69.9,22.0,6.29,24.44473709,321,52.3,4.36,17289224.0,0.789,15.0,0,Kazakhstan_2014,0.09531017980432487,7.160508202133014,2.45,95.0,0
2013,69.5,28.0,6.48,26.4072659,73,51.4,4.3,1735275.0,0.782,15.0,0,Kazakhstan_2013,0.09531017980432487,7.237674735817192,2.45,98.33333333333333,1
2012,69.1,214.0,6.82,235.3566066,55,5.6,4.32,16791425.0,0.774,14.7,0,Kazakhstan_2012,0.09531017980432487,9.424498863868822,2.45,97.33333333333333,1
2011,68.5,224.0,6.63,179.170133,127,49.9,4.6,165566.0,0.766,14.4,0,Kazakhstan_2011,0.09531017980432487,9.361809535750703,2.4,99.0,0
2010,67.8,236.0,6.83,11.1516268,4,49.2,4.42,16321581.0,0.763,14.5,0,Kazakhstan_2010,0.09531017980432487,4.591577948636856,2.4,98.66666666666667,1
2009,67.8,235.0,6.64,808.243302,0,48.5,4.13,169271.0,0.758,14.6,0,Kazakhstan_2009,0.09531017980432487,8.877141621647638,2.4,98.66666666666667,1
2008,66.6,258.0,7.6,708.3285785,20,47.9,3.65,15674.0,0.758,14.6,0,Kazakhstan_2008,0.09531017980432487,9.049533463780312,2.45,99.0,1
2007,65.3,288.0,7.44,499.730412,13,47.3,3.19,15484192.0,0.754,14.7,0,Kazakhstan_2007,0.09531017980432487,8.820612993149215,2.45,93.66666666666667,1
2006,65.0,295.0,7.08,76.19868936,109,46.8,3.73,153884.0,0.747,14.3,0,Kazakhstan_2006,0.09531017980432487,8.574060296718862,2.45,99.0,1
2005,64.6,294.0,6.94,351.8603267,16118,46.3,4.7,1514729.0,0.737,13.9,0,Kazakhstan_2005,0.09531017980432487,8.235434595684797,2.45,97.0,1
2004,64.7,287.0,6.55,33.91660183,2204,45.8,3.95,1512985.0,0.725,13.5,0,Kazakhstan_2004,0.09531017980432487,7.963908223334671,2.55,93.33333333333333,1
2003,64.4,282.0,6.58,23.43400762,24,45.3,3.7,149918.0,0.714,13.1,0,Kazakhstan_2003,0.09531017980432487,5.595170965425908,2.55,99.0,1
2002,64.7,276.0,5.99,145.1022528,18,44.8,3.61,14858948.0,0.7,12.7,0,Kazakhstan_2002,0.09531017980432487,7.4141580121717405,2.6,95.0,1
2001,64.4,284.0,5.75,12.60883976,94,44.4,3.47,14858335.0,0.685,12.3,0,Kazakhstan_2001,0.09531017980432487,5.016794626404158,2.6500000000000004,95.0,2
2000,63.9,292.0,6.0,112.541157,245,43.9,4.16,14883626.0,0.676,12.1,0,Kazakhstan_2000,0.09531017980432487,7.115548006999639,2.7,97.33333333333333,1
2015,63.4,249.0,0.01,170.9626624,95,22.0,1.68,47236259.0,0.55,11.1,0,Kenya_2015,1.33500106673234,7.2085791978403755,7.699999999999999,87.0,21
2014,62.9,255.0,0.01,170.9626624,354,21.3,5.72,462425.0,0.546,11.1,0,Kenya_2014,1.3609765531356006,7.1979186205380845,7.75,92.33333333333333,23
2013,62.6,258.0,1.84,165.9304977,190,2.7,5.57,44826849.0,0.541,11.1,0,Kenya_2013,1.3862943611198906,7.114862775718647,7.800000000000001,91.33333333333333,23
2012,62.1,263.0,1.81,154.2269697,0,2.1,5.49,43646629.0,0.536,11.1,0,Kenya_2012,1.3862943611198906,7.052944380693379,7.9,94.0,25
2011,61.2,278.0,1.8,109.7051836,2395,19.5,5.23,42486839.0,0.53,11.1,0,Kenya_2011,1.4816045409242156,6.89613340254172,8.0,96.33333333333333,26
2010,63.0,294.0,1.73,56.58984221,95,18.9,3.97,4135152.0,0.523,11.1,0,Kenya_2010,1.667706820558076,6.875591247977262,8.1,9.0,28
2009,59.1,317.0,1.86,7.146851404,1218,18.4,4.17,423724.0,0.514,10.7,0,Kenya_2009,1.791759469228055,4.541338103264136,8.149999999999999,88.33333333333333,29
2008,57.9,339.0,1.71,60.5153506,1282,17.9,3.9,39148416.0,0.506,10.4,0,Kenya_2008,2.0014800002101243,6.8220876367764065,8.25,88.0,31
2007,56.8,356.0,1.97,59.83361364,1516,17.3,4.8,388599.0,0.494,10.1,0,Kenya_2007,2.312535423847214,6.733617484071874,8.350000000000001,79.33333333333333,34
2006,55.3,388.0,1.76,52.60385429,1847,16.9,4.24,37525.0,0.483,9.7,0,Kenya_2006,2.424802725718295,6.549169725276147,8.45,31.0,36
2005,54.1,412.0,1.82,39.55677502,153,16.4,4.36,3648288.0,0.474,9.6,0,Kenya_2005,2.533696813957432,6.2553659653183145,8.55,53.0,38
2004,53.0,432.0,1.43,36.29775249,20,15.9,4.29,3574931.0,0.461,8.9,0,Kenya_2004,2.653241964607215,6.1309750559198495,8.649999999999999,73.0,40
2003,52.4,437.0,1.49,35.85204668,65,15.5,4.45,3413852.0,0.45,8.2,0,Kenya_2003,2.740840023925201,6.081505266980777,8.8,73.66666666666667,41
2002,52.1,437.0,1.66,32.73674134,766,15.1,4.54,332149.0,0.451,8.5,0,Kenya_2002,2.8154087194227095,5.983556740408925,8.9,83.66666666666667,42
2001,51.9,434.0,1.63,3.847602867,11304,14.7,4.62,32321482.0,0.447,8.4,0,Kenya_2001,2.884800712846709,3.7559856415980626,9.0,53.333333333333336,43
2000,51.9,428.0,1.51,0.681685555,21002,14.4,4.68,3145483.0,0.448,8.4,0,Kenya_2000,2.9496883350525844,3.8062115703436565,9.149999999999999,55.333333333333336,44
2015,66.3,198.0,0.01,97.87193319,0,77.6,6.17,11247.0,0.586,11.9,0,Kiribati_2015,0.09531017980432487,7.262266411268046,0.1,56.0,0
2014,66.1,2.0,0.01,97.87193319,0,77.1,1.21,11458.0,0.597,11.9,0,Kiribati_2014,0.09531017980432487,7.429842891813315,0.1,76.33333333333333,0
2013,65.8,22.0,0.01,137.2591943,0,76.7,1.15,18535.0,0.589,11.9,0,Kiribati_2013,0.09531017980432487,7.453192010089637,0.1,93.66666666666667,0
2012,65.7,24.0,0.01,147.4549755,0,76.2,1.37,16613.0,0.581,11.9,0,Kiribati_2012,0.09531017980432487,7.4758014296256885,0.1,93.33333333333333,0
2011,65.5,26.0,0.53,30.46703899,0,75.7,1.42,14656.0,0.585,11.9,0,Kiribati_2011,0.09531017980432487,7.434619559303389,0.1,96.33333333333333,0
2010,65.3,27.0,0.48,18.21661422,0,75.2,1.52,12652.0,0.584,11.9,0,Kiribati_2010,0.09531017980432487,7.309322868288598,0.1,92.33333333333333,0
2009,65.2,28.0,0.54,162.2903711,0,74.6,12.24,1568.0,0.576,11.9,0,Kiribati_2009,0.09531017980432487,7.168799550334219,0.1,85.33333333333333,0
2008,65.1,21.0,0.46,167.6201552,0,74.1,12.23,9844.0,0.572,11.6,0,Kiribati_2008,0.09531017980432487,7.254406533177003,0.15000000000000002,79.66666666666667,0
2007,65.0,211.0,0.68,188.7108773,0,73.4,13.66,96311.0,0.574,11.8,0,Kiribati_2007,0.09531017980432487,7.21423374544126,0.15000000000000002,94.33333333333333,0
2006,65.0,212.0,0.76,18.19457876,0,72.8,1.93,9426.0,0.576,12.1,0,Kiribati_2006,0.09531017980432487,7.049737032274726,0.15000000000000002,86.66666666666667,0
2005,64.9,213.0,0.6,111.7392134,0,72.1,1.6,92325.0,0.576,12.2,0,Kiribati_2005,0.09531017980432487,7.102957412990341,0.2,52.666666666666664,0
2004,64.8,214.0,0.48,10.6242741,0,71.4,1.39,9542.0,0.511,12.4,0,Kiribati_2004,0.09531017980432487,4.7416973368446245,0.2,63.333333333333336,0
2003,64.7,215.0,0.5,1.76541345,0,7.6,9.98,88895.0,0.506,11.6,0,Kiribati_2003,0.09531017980432487,4.756916549189766,0.2,53.0,0
2002,64.6,217.0,0.49,70.75572222,0,69.7,9.1,87343.0,0.442,11.7,0,Kiribati_2002,0.09531017980432487,6.718512473509951,0.2,84.0,0
2001,64.3,219.0,0.6,59.97185848,0,68.8,9.0,85858.0,0.576,10.4,0,Kiribati_2001,0.09531017980432487,6.6011611572478275,0.2,86.0,0
2000,64.1,222.0,0.46,11.07543331,0,67.9,8.12,8446.0,0.541,10.0,0,Kiribati_2000,0.09531017980432487,6.681850122193321,0.2,9.0,0
2015,74.7,81.0,0.01,2480.896965,18,71.4,2.76,3935794.0,0.799,13.3,0,Kuwait_2015,0.09531017980432487,10.274237605750784,3.45,99.0,1
2014,74.6,82.0,0.01,2480.896965,55,7.8,3.4,3803500.0,0.787,13.0,0,Kuwait_2014,0.09531017980432487,10.66889681621583,3.4,95.0,1
2013,74.5,83.0,0.01,2792.677582,62,7.2,2.56,3648160.0,0.796,13.1,0,Kuwait_2013,0.09531017980432487,10.787274887963342,3.3499999999999996,99.0,0
2012,74.3,84.0,0.01,2957.973963,27,69.5,2.57,3481257.0,0.794,13.2,0,Kuwait_2012,0.09531017980432487,10.844777452934412,3.3499999999999996,98.0,0
2011,74.2,85.0,0.02,2785.097712,32,69.0,2.62,3303091.0,0.792,13.4,0,Kuwait_2011,0.09531017980432487,10.784557059590295,3.25,99.0,0
2010,74.0,86.0,0.01,2009.575605,13,68.4,2.76,3126303.0,0.79,13.5,0,Kuwait_2010,0.09531017980432487,10.558377596513742,3.25,98.33333333333333,0
2009,73.9,87.0,0.1,3001.628237,0,67.9,3.87,2975419.0,0.788,13.6,0,Kuwait_2009,0.09531017980432487,10.533916210755475,3.25,99.0,0
2008,73.8,88.0,0.03,2078.392748,0,67.5,1.93,2836442.0,0.787,13.8,0,Kuwait_2008,0.09531017980432487,10.925452725588336,3.2,99.0,0
2007,73.7,89.0,0.03,2555.303869,0,67.1,2.13,2704909.0,0.787,13.9,0,Kuwait_2007,0.09531017980432487,10.731929672819374,3.1500000000000004,99.0,0
2006,73.6,89.0,0.01,2443.444275,0,66.7,2.25,2569679.0,0.787,14.1,0,Kuwait_2006,0.09531017980432487,10.662388700825954,3.1500000000000004,99.0,0
2005,73.6,9.0,0.01,239.5751391,10,66.3,2.38,2431234.0,0.789,14.2,0,Kuwait_2005,0.09531017980432487,8.17477649102789,3.1500000000000004,99.0,1
2004,73.5,91.0,0.02,1731.073528,23,65.9,2.76,2298401.0,0.791,14.4,0,Kuwait_2004,0.09531017980432487,10.200729822818392,3.1,96.66666666666667,1
2003,73.4,93.0,0.03,159.0098727,0,65.5,3.23,2185992.0,0.788,14.1,0,Kuwait_2003,0.09531017980432487,7.728666457045646,3.1,99.0,1
2002,73.3,94.0,0.01,1209.680547,0,65.0,3.56,2109726.0,0.785,13.9,0,Kuwait_2002,0.09531017980432487,9.786415378470265,3.1,99.0,1
2001,73.2,95.0,0.01,113.1997845,0,64.5,3.61,2069451.0,0.786,14.0,0,Kuwait_2001,0.09531017980432487,7.412140775575177,3.1,99.0,1
2000,73.2,96.0,0.01,959.925862,6,64.0,2.51,2050741.0,0.786,14.1,0,Kuwait_2000,0.09531017980432487,9.819583216238064,3.1500000000000004,95.66666666666667,1
2015,71.1,166.0,0.01,60.4909815,17779,44.9,3.77,5956900.0,0.662,13.0,0,Kyrgyzstan_2015,0.09531017980432487,6.962243464266207,3.3499999999999996,97.0,0
2014,78.0,17.0,0.01,166.1913728,318,43.9,6.48,5835561.0,0.656,12.8,0,Kyrgyzstan_2014,0.09531017980432487,7.155396301896734,3.3499999999999996,95.66666666666667,1
2013,77.0,174.0,0.01,115.2784282,1,43.0,6.68,5719500.0,0.647,12.5,0,Kyrgyzstan_2013,0.09531017980432487,7.1731917424865985,3.3,97.0,1
2012,69.9,18.0,0.01,50.539484,0,42.2,6.97,5607200.0,0.638,12.3,0,Kyrgyzstan_2012,0.09531017980432487,7.098375638590786,3.25,95.33333333333333,1
2011,69.4,188.0,3.28,70.15536981,222,41.4,6.18,5514600.0,0.632,12.1,0,Kyrgyzstan_2011,0.18232155679395465,7.022868086082641,3.25,95.33333333333333,0
2010,68.8,199.0,2.73,70.15536981,0,4.7,6.66,5447900.0,0.631,12.2,0,Kyrgyzstan_2010,0.09531017980432487,6.78105762593618,3.25,93.33333333333333,0
2009,68.5,21.0,2.39,206.071686,1,4.1,6.79,5379400.0,0.629,12.4,0,Kyrgyzstan_2009,0.09531017980432487,6.773080375655535,3.3499999999999996,95.66666666666667,0
2008,67.6,217.0,2.53,332.1056586,16,39.5,6.7,5308100.0,0.624,12.6,0,Kyrgyzstan_2008,0.18232155679395465,6.8690144506657065,3.3499999999999996,95.66666666666667,0
2007,67.2,229.0,2.77,332.1056586,40,39.0,6.87,5255100.0,0.618,12.6,0,Kyrgyzstan_2007,0.09531017980432487,6.582025138892826,3.3499999999999996,94.0,0
2006,66.7,234.0,2.48,332.1056586,27,38.5,6.73,5209500.0,0.613,12.5,0,Kyrgyzstan_2006,0.09531017980432487,6.298949246855942,3.3499999999999996,64.66666666666667,0
2005,66.9,224.0,2.81,63.7481117,53,38.0,5.82,5163300.0,0.612,12.4,0,Kyrgyzstan_2005,0.09531017980432487,6.1675164908883415,3.4,97.66666666666667,0
2004,67.1,218.0,3.41,63.7481117,8,37.5,5.57,5114100.0,0.609,12.5,0,Kyrgyzstan_2004,0.09531017980432487,6.075346031088684,3.4,98.66666666666667,0
2003,66.6,217.0,3.52,63.7481117,6,37.0,5.43,5056800.0,0.602,12.2,0,Kyrgyzstan_2003,0.09531017980432487,5.942799375126701,3.5,98.33333333333333,0
2002,66.7,215.0,3.31,63.7481117,2,36.5,5.43,4999900.0,0.601,12.1,0,Kyrgyzstan_2002,0.09531017980432487,5.777652323222656,3.5,98.66666666666667,1
2001,67.2,217.0,2.62,63.7481117,17,36.0,4.79,4946500.0,0.593,11.8,0,Kyrgyzstan_2001,0.09531017980432487,5.733341276897746,3.6,85.0,1
2000,66.6,225.0,2.13,63.7481117,16,35.6,4.68,4898400.0,0.586,11.4,0,Kyrgyzstan_2000,0.09531017980432487,5.638354669333745,3.6,80.66666666666667,1
2015,65.7,194.0,0.01,11.8385319,56,21.7,1.87,6830307.0,0.582,10.8,0,Lao People's Democratic Republic_2015,0.18232155679395465,7.67786350067821,8.850000000000001,89.0,3
2014,65.3,199.0,0.01,11.8385319,339,2.9,1.87,6707314.0,0.573,10.6,0,Lao People's Democratic Republic_2014,0.18232155679395465,7.611842399580417,8.95,88.0,3
2013,64.9,23.0,0.01,162.2903711,71,2.1,2.0,6587931.0,0.563,10.4,0,Lao People's Democratic Republic_2013,0.262364264467491,7.465082736399547,9.05,86.66666666666667,3
